傷,因為後述事件的引起而感到悲傷。,陪我悲春<傷>秋一下。
附近,普通名詞。與參考對象距離近的範圍。,我一知道他就在<附近>，我第一個念頭，就是要逃回中原去。
傷,表因過度食用同樣的食物而感到厭煩。,以前大學時代減肥時，猛吃蘋果，結果吃<傷>了，有好一陣子不碰蘋果。
附近,普通名詞。與參考數值接近的範圍。,現今許多十歲<附近>的病童經歷四~八次手術是常見的現象。
附近,與參考時間接近的範圍。,6月22日下午3點<附近>，行經該路段須注意限速。
周圍,地方詞。前述對象以外與鄰界對象交界的空間範圍。,食道癌侵犯<周圍>器官時，胸痛才顯現。
周圍,地方詞。在前述對象的生活或工作範圍內。,我們比較幸運，<周圍>有良師益友在提醒我們。
周圍,地方詞。前述對象本身與鄰界對象交界的地方。,羅拉說她想要一條白絲裙，一條領子和袖子<周圍>都有皺褶的白絲裙。
傷,專有名詞。姓。,春秋時宋國有<傷>省。
小時,普通名詞。一個平均太陽日的二十四分之一。,設定計時器時間：有兩種模式可供選擇，分別為【<小時>：分鐘】，【分鐘：秒鐘】。
小時,計算時間的單位，一個平均太陽日的二十四分之一。,距離紐約曼哈頓約一<小時>車程的長島，住著成千上萬的富豪。
傑出,形容特質或表現遠遠超過一般同類對象的。,華航近年來將觸角伸向各大專院校，吸納<傑出>優秀學子為旗下員工。
住宅,普通名詞。設計供人居住或規定只能用於居住的建築物。,中國人重視家族和倫理，所以他們的<住宅>也為了適應這種需要，形成一個四合院。
雖然,關聯連接詞。連接不影響後述事實的條件，隱含讓步，常與「卻、但」連用。,<雖然>兩地相隔只留零散記憶，然而方寸之間依舊滿懷思念。
畫,專有名詞。姓。,明代有<畫>芳。
補,修復有破洞的特定對象。,弟弟年紀比你小卻比你小心，媽媽從來不必幫他<補>褲子。
補,形容用來修補特定對象的。,為配合老琴的材質必須使用自然乾燥和年代較老的松木做為面板的<補>材。
補,在已有後述對象的表面上增加更多的後述對象。,我雖然不是提化妝箱的，也被分配到要幫大表姊<補>口紅。
補,針對後述對象不足的部分提供所需。,他們每年都要靠學生家長的特別捐獻來<補>教育經費的不足。
補,增加更多原有的貨品。,若發現該書已被索取一空，請向韓助教（舊數館109室，分機2313）反映，以<補>書上架。
補,針對固定職缺聘用人選。,為阻止橘軍投藍潮，親民黨揚言北高市議員提名走一個<補>一個。
補,增加不同的光源。,善用閃燈<補>光，可披上各色玻璃紙製造各種顏色的光線。
補,普通名詞。接尾詞。在正文正刊後增加內容的出版品。,西遊記<補>，作者為董說，古文體之章回小說。
補,抵銷因外力影響或所有權轉移而產生差額的損失。,她們母親的家私，在這樣的人家本來也算得上一筆大數目，事實上卻還不夠<補>他的損失。
補,比喻主事者做出修復造成人心理傷害的行為。,以為可以用另一段感情來<補>心裡的傷，卻越來越心痛。
補,代動詞。在特定事件應完成的時間之後完成特定事件。,收到了申請書了，但是人車合照很模糊喔，請再<補>上。謝謝。
補,表在特定事件應進行的時間過後才進行特定事件。,我好心勸他們快點辦一桌酒菜，再<補>拜一下，祭祭亡魂。
補,以營養物增加身體機能或使其回到正常狀態。,小寶出院啦，你可要好好的替他<補>一<補>啊！
補,形容能增加身體機能或使其回到正常狀態的。,我不愛吃肉，可是羊肉很<補>喔！
補,形容比喻對達成特定目標很有幫助的。,大學時聽說商科的學分很<補>，所以去修幾堂來玩。
補,在正規學校系統之外，學習特定知識或技能。,延平人都去哪<補>數學阿？
息,普通名詞。呼吸一次的動作。,有的人則在數<息>間念佛，一呼一吸一句佛號。
息,準量詞。計算每次呼吸所含的量，常與「氣」連用。,他大手撫上妖后的臉蛋，輕吐一<息>醉氣。
息,普通名詞。呼吸時進出呼吸器官的氣體。,<息>漸微，漸細，尋伺鼻端為觸點，體會呼<息>和吸<息>的差別。
息,為了使體力或精神恢復正常狀態而暫時停止原本進行的活動。,我軍徹夜未<息>，是否立即紮營，以防備涼州兵的襲擊。
打,以手施力使手或手持物撞擊特定對象。,男子說完用力的<打>一下桌子，整個桌子馬上變成木屑一片。
打,易碎物品因受到撞擊使破碎。,在高速公路不知哪裏天上飛來一石，把擋風玻璃<打>成一個小凹洞。
打,將蛋殼敲開，取得內容物。常與「蛋」連用。,她憤憤地在平底鍋中<打>了三個蛋，沖下一大杯巧克力奶，又一把抓了鍋裡的白飯往口中塞。
打,物體落下撞擊。,風靜的時候，屋簷上滴下來的雨水，把後院裡的鐵桶<打>得叮叮咚咚的響。
打,海浪受力量影響而撞擊到後述對象。,也許是因為今天的風很大，海浪也蠻大的，浪花<打>在岸邊，十分的漂亮。
打,輕觸到物體後立即離開。常與「穴」連用。,華輝一心一意的教她如何出招<打>穴，竟忘了教她怎生對付兩人齊上。
打,以重複攪拌的動作，將特定的材料混合均勻成液體或泥狀。,這個從外觀上看呢，好像這個蛋白比你的多，我就是雞蛋<打>得沒有你的勻。
打,以重複的動作，將後述液體或泥狀物攪拌成預期的質地。,一般牛油蛋糕都是先<打>牛油和糖，然後加入蛋，最後加麵粉，你的第二三步驟是倒轉。
打,鋪設建築物的地基。,任先生認為蓋房子，基礎<打>得又寬又紮實，房子才能蓋得又高又穩固。
畫糖,普通名詞。在熱糖漿上畫出圖案的民俗技藝。,4月1日至4月9日有古早糖果街，表演內容包括棉花糖、龍鬚糖、<畫糖>、吹糖、糖葫蘆、梅花捲、薑糖等。
打,比喻建立基礎。常與「基礎」、「基石」連用。,英國球隊在這方面因為基礎<打>得很好，後面的訓練比賽也就有了更好的體能保証。
打,比喻建立。常與「名聲」、「成果」連用。,全市警察機關和全體民警要充分認識這次活動的重大意義，統一思想，全警動員，<打>出一番成果，<打>出一片聲威。
畫糖,普通名詞。刻畫有圖案的糖片，中國北方民間小吃的一種。,你吃過<畫糖>嗎？
打,比喻在商業上針對特定對象或管道經營。,這種產品在市場上的局面<打>不開，光靠他們自己這樣玩，這樣是撐不久的啦！
打,征戰並佔有。,如果你的公子，真有<打>一片江山的好氣概，你就讓他去吧。江山<打>好了，你再去陪他。
打,產業的轉讓或承受。,威威掉了幾滴淚，然後委託二歡做婆婆的工作，自己回家談<打>一個攤子的事。
打,以鎚打的方式將金屬類的材料做成成品。,這款手環<打>得很大方，又出色，很適合在各種場合配戴。
打,製造開啟鎖的器具。常與「鑰匙」連用。,這種技術成分不高，機器都一樣，不管哪家都一樣，一般的鑰匙，<打>一支幾十塊錢而已。
打,從特定物體的後端施力，使其進入特定對象。,想像一支長釘子，往下斜插過那顆球，你要用桿面將那支釘子<打>入地底。
打,為特定目的而將物質注入特定對象內。,根據古鳴洲的臨床經驗，把玻尿酸<打>到關節內，確實能讓一些病人減少發炎並延緩關節病變的速度。
打,施加壓力使氣體或液體進入特定對象中。,我把輪胎氣<打>到2.6KG，然後用肥皂水檢查，終於發現那個滑傷的小口裡斷斷續續冒出若干小泡泡。
打,於固定時間敲擊特定物體，並發出響聲，通常用於報時或提醒。常與「鐘」連用。,他已經在這個學校<打>了好幾年的鐘了，現在要退休了，學生們都覺得有點不捨。
打,古代巡夜人在夜間固定時段敲擊特定物體報時。常與「更」連用。,老人家<打>更<打>到這裡，天還下著雨，可謂盡職盡責。
打,比喻用類似手臂的人造物尾端裝置快擊物體表面，演奏打擊樂器。,想想我5歲開始學<打>木琴，就因為我爸爸是一個音樂老師。
打,計算節拍以控制音樂進行的速度。常與「拍」、「拍子」連用。,在比賽的時候，我的拍子<打>得怎麼樣，直到今天我都沒敢問。
打,以彈棉花的方式製造出棉被。常與「棉被」連用。,王某上前招呼，並稱30元可以<打>一床棉被，此時張某迅速湊近婦女，聲稱給28元就行。
打,經歷後述戰爭。常與「戰」、「仗」連用。,板橋榮家的張銘海，在河南<打>過游擊戰，說起戰爭之苦、日本人之壞，便老淚縱橫。
打,兩同類對象為了爭奪更同的目標而以特定方式競爭。常與「戰」連用。,我們<打>了價格戰又<打>服務戰，就是意欲強勢推動行業服務升級，不僅從價格上、質量上與眾多品牌拉開差距。
打,比喻以後述對象為攻擊對象，以降低權力、地位。,我也是認為多給予肯定與支持對創作生態有幫助而不是一昧的<打>自己人。
打,以暴力、威脅的手段取得後述原來不屬於自己的財物。常與「劫」連用。,在解決東海問題時，台海是鬧不起來的。國、親兩黨不會坐視台獨乘機得逞不管，再說，誰<打>誰的劫還不一定呢。
打,進行球類運動。,他叫你把球往下<打>，然後再加上發球。
打,比喻加入後述以進行球類比賽為目的的組織。,另外，大專籃球聯賽與社會甲組埠際籃球聯賽的賽期也希望能錯開，讓一些甲組學生球員能同時<打>社會甲組聯賽與學校聯賽。
打,進行後述賽局，通常從過程中得到樂趣。,暑假期間，這兄弟倆<打>PS2<打>到昏天暗地，連吃飯的時間都忘記了。
打,在牌局中出牌。,如果某人<打>出一張牌，沒有任何人叫吃或碰，則下家則可由中間暗牌處取回一張牌，稱之為「摸牌」。
打,進行特定遊戲，以贏得後述獎品。,偶而也會有<打>香腸的攤販會來村子，不過<打>香腸這種事情就跟小鬼無緣，這種東西是大人的天下。
增溫,比喻事件往較高程度發展。,預料中國消費及生產活動的<增溫>將直接帶動拉美及東歐等能源原物料出口區域的表現。
證據,普通名詞。用來斷定事物的真實性的依據。,桃園地檢署檢察官王以文表示，至少有十五項<證據>，足以認定黃世鎮是涉案主謀。
子孫,普通名詞。人類代代繁衍出的子孫。,「開枝散葉」描述台灣庶民家庭的<子孫>故事，是台灣典型家庭的剪影。
骯髒,使後述對象有污垢雜質的。,丁三爺目睹這對禽獸不如的東西<骯髒>了他的炕席。
骯髒,形容比喻行為、思想或言詞粗魯不文雅的。,不要隨便用你<骯髒>下流的思想去污辱對方!
骯髒,比喻使行為、思想或言詞粗魯不文雅的。,儘管社會很髒，但是不要<骯髒>自己的思想，<骯髒>自己的心。
骯髒,形容比喻道德上不為社會善良風俗所接受的。,以前有很多人對殯葬業的觀感都不是很好，都覺得這是一個很恐怖又很<骯髒>了工作。
骯髒,比喻使道德上不為社會善良風俗所接受的。,人生無常，離開這個讓自己<骯髒>了靈魂的城市之後，卻也暗暗發誓：「我」一定會再回來的。
哇,表疑問的語氣。,沒考取大學？你怎麼知道<哇>﹖
外,已知前述對象包含在所屬範圍。常用「除......外」。,釣魚是一門大學問，除了經驗累積<外>，更需要充實該方面知識。
勿,表勸阻。,飲食<勿>過量，以避免體重過重。
不要,表勸阻。,詩是最精練的語言，文字最好<不要>重複。
毋,表勸阻。,寧為富貴犬，<毋>做窮苦人。
就是,前述對象連接的是後述對象，表以後述事物說明前述事物的屬性。,我的夢想之一，<就是>有機會去看看故宮博物院。
是,前述對象連接的是後述對象，表以後述事物說明前述事物的屬性。,聖誕紅不一定<是>紅的。
之間,引介事情或狀態發生的範圍。,海拔181240公尺，土壤酸度介於4.3到4.8<之間>，年氣溫平均21度，適合茶樹生長。
間,引介事情或狀態發生的範圍。,柱子的寬度，它的支撐力，也因而決定了房頂的高度和柱與柱<間>的跨距。
自,引介事件發生的時間起點。,約<自>唐代起陶瓷器已成為出口貿易之大宗。
怎麼,表對事件的方式、性質或狀況的間接詢問。,原則都有了，那就要看<怎麼>去實行了。
隔,空間上不連續，並有遮蔽物。,農田和晒穀場<隔>著一條小河。
傳給,把權力依固定順序交給下一個人。,堯不但把帝位<傳給>他，還把兩個女兒嫁給他。
鋼琴,彈奏鋼琴的技巧或演奏方式。,藝術家就是演奏<鋼琴>的手，他用不同的顏色敲響了觀眾心中相應的琴絃。
凡,普通名詞。人所居住的地方，即凡間。,樵夫愛上了河邊戲水的仙女，但仙<凡>路隔，終究也只是夢一場。
鎖定,將武器瞄準特定目標，以保證擊中。,目標一旦被<鎖定>，即可使用雷射導引炸彈予以擊毀。
道,普通名詞。人或高等動物身體內部的通道。,冬天常引起的一些呼吸<道>感染，也會加重或引發氣喘之症狀。
分,在分配的事務中取得一份。,你叫得那麼兇，還不是想來<分>一杯羹！
感,普通名詞。特定自我認知的看法，想法和心理狀態。,父母親離異的影響，造成該名學生強烈的自卑<感>。
剛好,形容適當的量。常以「剛剛好」的重疊型出現。,二段基因，一條有十一萬，另一條有二十三萬個鹼基，加起來<剛好>三十四萬。
恰好,形容適當的量，常以「恰恰好」的重疊型出現。,湖南一市民極像毛澤東身高<恰好>1.83米。
正好,形容適當的量。,很少人能夠吃兩個的，所以，差不多都是一個半<正好>。
不覺,後述心理感知在沒有主動意識下發生，不在預期之中。,友人忽見書架上有胡適先生早年所校敦煌唐寫本神會和尚遺集，為一九三０年上海亞東圖書館初印本，<不覺>大喜。
除此之外,句副詞。表已知前述對象包含在所屬範圍。,陳學生向學校申訴，控訴藝研所所長梁銘越對她性騷擾。<除此之外>，他們同時不滿教學內容及額外收費。
以外,已知前述對象包含在所屬範圍。常用「除…以外」。,除失去族群意識的台南附近西拉雅族末裔<以外>，台灣各地仍有為數不少的平埔族人也失去族群意識。
除此以外,句副詞。表已知前述對象包含在所屬範圍。,我主要是受作者創作的背景和書裡的時代氣息所吸引。<除此以外>，古典詩詞，也愛不釋手。
之外,已知前述對象包含在所屬範圍。常用「除…之外」。,除了此三種特質<之外>，技術能力也是資訊業行銷人員必須具備的要件。
蜘蛛,普通名詞。節肢動物門蜘蛛綱蜘蛛目，腳四對，肛門尖端的突狀物可分泌黏液，黏液在空氣中凝結成細絲，用來結網捕食昆蟲。,我呆呆的看著，那隻<蜘蛛>竟以最快的速度，乾淨俐落，完成了一張美麗的大網。
血管,普通名詞。血液在全身循環時所經過的管狀組織。,高血壓愈早發現，愈早治療，<血管>硬化的機會愈低，器官也越不容易受損害。
糾纏,條狀物互相糾結在一起。,魚網的海豚越是掙扎翻滾，魚網就越<糾纏>海豚將牠團團捆住。
威脅到,比喻前述對象對後述對象造成嚴重的負面影響。,農藥經由地下水脈，於數年或數十年後，仍不斷地<威脅到>聚集了大量人口之都市的安全。
後代,普通名詞。人類代代繁衍出的子孫。,「毛家」指的是毛澤東的<後代>，毛去世後，他的家族在改變的政治風雲中，沈默下來。
幅,普通名詞。物體振動或搖擺所展開的寬度。,小腦病變徵象，如動<幅>障礙和運動失調。
幅,普通名詞。比喻事物改變的程度。,回顧過去十年來，新能源的開發進展遲緩，變<幅>不大。
鯨魚,普通名詞。脊椎動物門哺乳綱目，用肺呼吸，胎生，鼻孔位於頭頂，常露出水面呼吸，為現今世界上最大的水生動物。,<鯨魚>和海豚不是魚，牠們跟人類一樣，是靠肺來呼吸空氣的哺乳類，牠們體內流動的是溫熱的血液。
變化,普通名詞。事物在形態上或本質上產生新的狀況。,Randy滿五個月了，記錄一下第三個月以來的<變化>。
變化,藉由外在因素使特定對象在性質、狀態上改變。,洋流<變化>地球溫度。
變形,形容特定對象具體的外在樣貌產生變化。,她打開了那把有點<變形>的雨傘，站了出去。
變形,形容比喻事件偏離原來或預期的形式。,她幾乎讓所有的角色都個性<變形>扭曲，還搶光了每個人的戲。這真是太讓人不爽了。
體積,普通名詞。特定物體在三度空間內所佔有的大小。,馬友友回憶他幼年時先學小提琴，四歲時愛上了<體積>龐大的低音大提琴，後來才妥協學大提琴。
面積,普通名詞。物體的表面或平面圖形在二度空間所佔有的大小。,我國竹的種類有三百餘種，竹林<面積>約五千餘萬畝，主要分布在長江流域。
蘊含,前述對象本身有後述成分存在。,這些氨基酸在<蘊含>蛋白質的食物中可以找到，例如魚、蛋、肉類、豆類、堅果和種子。
蘊含,比喻具有後述意義或情感。,本片的喜劇背後<蘊含>著情感，也讓人們沈思自我轉變的意義。
良方,普通名詞。好的做事的步驟或技巧。,政府至今可謂仍無有效處理<良方>。
良方,普通名詞。有效的治病藥單。,彭奕峻醫師的保健<良方>簡單有效。
魚類,普通名詞。水生脊椎動物的通稱，用鰓呼吸，有鰭。,由於強烈的光束對夜間棲息的<魚類>，具有迷眩作用，所以抓來順手，比白天抓魚還要容易。
攔截,阻止特定對象的前進。,5名在滬就讀的韓國籍少年，為尋求刺激，獲取錢財，結夥在上海長寧、閔行、徐匯等地，駕駛摩托車<攔截>路人搶劫財物。
鳴唱,鳥類或昆蟲發出聲音。,詩經裡的鳥類，<鳴唱>飛行，生態豐富，讓我們一起穿越時光隧道，與鳥同行。
劇毒,普通名詞。毒性強烈的物質。,內地食品質量令人擔憂，竟連著名大型食品生產商出品的飲料都被驗出含<劇毒>！
劇毒,普通名詞。比喻受到特定對象的深入影響而強烈支持或喜愛該對象的事件。,中國文化的<劇毒>，讓前陣子和很多朋友割袍斷義，從此楚河漢界互不侵犯。
黏附,以膠、類似物質或特定方式使特定物體附著於後述物體上。,如果是採背膠式貨架，要注意它能否牢固地<黏附>在磁磚上，以防翻落。
挨,比喻心裡遭受後述事物的攻擊而忍受負面的影響。,陳醫師就為自己的疏失<挨>上了總醫師好一頓臭罵。
挽回,阻止特定事件往負面發展並回到原來的狀態。,人總是做下許多無法<挽回>的錯事後才學會解讀人生的。
效應,普通名詞。受到特定事件影響而產生的現象。,國內傳統產業股近期在資金移轉<效應>激勵下，股價走勢強勁。
核心,普通名詞。果實內保護果仁的堅硬外殼。,先把梨子洗乾淨，再橫切一半，切好後把梨子的<核心>挖掉。
核心,普通名詞。比喻特定對象的重要核心部份。,奉養父母在所有孝道行為中是相當<核心>的部分。
核心,普通名詞。通指物體的中心。,「經貿園區溫馨套房」地處經貿園區<核心>，挑高溫馨小豪宅，增值潛力無限。
核心,普通名詞。核子反應器中放置燃料和進行核分裂鏈反應的地方。,俄羅斯承諾將在當地儲存數量約為兩個反應爐<核心>的核子燃料，供原子能總署取用。
消化,比喻吸收理解知識。,今日事今日畢，到了段考才不會累積很多，<消化>不了而乾著急。
消化,比喻處理解決特定事件。,原來挫折並不是這麼困難的，而且挫折是可以<消化>的。
對比,普通名詞。同類的兩數量相除的結果。,班上男女生的<對比>是二比三。
杯,普通名詞。接尾詞。特定競賽的名稱，通常是運動競賽。,10月28日，第十一屆挑戰<杯>競賽終審決賽在北京航空航天大學隆重開幕。
杯,普通名詞。接尾詞。特定競賽中頒給優勝者的獎盃，通常是運動競賽。,這幾年時間給尤文帶來了一座聯賽冠軍，一座聯盟<杯>冠軍和一座義大利<杯>冠軍。
境地,普通名詞。前述事件呈現出來的狀態。,我們目前的<境地>十分危急。
杯,擲筊時用來和神明溝通，表達神明旨意的半月形器具。,雖然攏搏沒<杯>，但是天理公道咱也是要顧，偷拿東西就是不對！
盃,普通名詞。接尾詞。特定競賽的名稱，通常是運動競賽。,這趟歐洲之行收穫十分豐富，李雯琳也繳出了一張漂亮的成績單：澳洲天堂樂園<盃>第二名。
境地,普通名詞。比喻特定作品達到的成熟程度。,佛是理智、情感和能力都同時達到最圓滿<境地>的人格。
盃,普通名詞。接尾詞。特定競賽中頒給優勝者的獎盃，通常是運動競賽。,這也是他們隊史至今僅有的兩座丹麥<盃>。
盃,普通名詞。飲用的柱狀器皿。,尖底冰<盃>為台灣早期賣冰水的攤販使用的容器。
養分,普通名詞。特定物質中可提供食用對象營養，增加機能的成分。,母親懷胎十月，母子之間藉著臍帶帶來輸送<養分>、維繫著小生命的成長。
養分,普通名詞。比喻可使主事者往正面發展的特定對象。,年輕的時候去過的地方，會帶給你的影響，是你一輩子的<養分>。
盃,計算杯裝物的單位。,濁酒一<盃>，彈琴一曲，志願畢矣！
跟不上,行進時的速度較隨行隊伍慢而落後。,大娘一身爛絮，一雙爛鞋都給拉在了後邊<跟不上>她了。
跟不上,比喻特定事件進行的速度比預期慢。,那些錄影帶多半畫質不佳，字幕<跟不上>，有時還會發出刺耳的噪音。
崗,普通名詞。地勢較低而平的坡地。,<崗>上人們在跑步，傍晚的月光下，左邊來右邊去，一圈一圈。
崗,普通名詞。接尾詞。通常用於地勢較低而平的坡地的名稱。,2007年6月，在商業週刊的報導下，「水蜜桃阿嬤」成了整個泰<崗>部落的代名詞。
跟不上,比喻處於較低的水準，比不上他人。,我的孩子一進棋院就插班，會不會<跟不上>進度？
崗,普通名詞。身體表面突起的長條狀有機組織。常用接尾詞。,一覺醒來，我的胸口上突然腫起一道<崗>。
崗,普通名詞。建築物門口工作人員守衛或值勤的地方。常用接尾詞。,當他經過門口時，照舊又被物業設的門<崗>攔住了。
崗,普通名詞。比喻擔任的任務或使命。,她們大多只有初高文化， 許多在被聘用的當天就上了<崗>。
跟不上,比喻無法追隨上特定的趨勢、潮流。,輪船開進來了，飛機飛過去了，上海提著過大的裙擺急著向外跑，害怕<跟不上>世界的腳步。
跟蹤,比喻查證或尋找特定事物的真相或來源。,在這件事情明朗之前，暫不做進一步評論，但是會繼續<跟蹤>事情的進展。
啊唷,發語詞。表驚訝的語氣。,<啊唷>，你把我嚇了一跳！
啊唷,發語詞。表痛苦、呼痛的聲音。,<啊唷>！好大的石頭啊！痛死啦！
唉唷,發語詞。表驚訝的語氣。,<唉唷>，您真是太客氣了！
唉唷,發語詞。表痛苦、呼痛的聲音。,<唉唷>，我的頭好痛。
唉唷,發語詞。表示不耐煩的語氣。,<唉唷>，好啦！你不要老是學那個電視上啦！
唉唷,發語詞。表示惋惜的語氣。,<唉唷>，早知道就不去了。
哀哉,表示感嘆。,為錢賭親情，<哀哉>！
哀哉,形容稱人死去。,沒想到他竟然<哀哉>了。
愛上,對人事物產生感情，進而喜歡、迷戀。,我從小已經十分喜歡音樂，長大後又<愛上>看電影。
按,以手施力使人或物無法移動。,警察拿出手銬把歹徒兩手反銬<按>在地上。
按,觸擊按鍵以啟動特定功能。,駕駛們隨手亂<按>的喇叭聲使人聽了很不舒服。
按,用手指壓奏樂器以產生音符。,他打開重重的琴蓋，在琴鍵上用力一<按>。
按,引介遵循的原則。,任何肥料均需<按>說明書的規定使用。
按,引介判斷的標準或條件。,郵費是<按>包裹的輕重算的。
按,引介特定的觀點。,他說，<按>他的想法這個片子應該是藝術片。
按,插入寫作者的說明。,編者<按>：本期先刊出「學者社區的功能」一文。
按,抑制。,白頭鷹褚雲在連番受挫之下，那裡<按>得住心裡的一口怨氣？
按,以手緊握住劍柄。,他走到你面前，你還是<按>著劍柄的好。
按照,引介遵循的原則。,學校宿舍的收費標準是<按照>建築物的屋齡計算。
按照,引介特定的觀點。,<按照>她的說法，年輕時，她的生活很幸福、很美滿。
按照,引介判斷的標準或條件。,學校宿舍的收費標準是<按照>建築物的屋齡計算。
暗中,表秘密地不讓他人知道。,空運的費率現在有一點兒變動，有些公司為了競爭都在<暗中>降價。
罷,勉強同意不計較。,一點傳聞，聽過就<罷>，何必放在心上。
罷,因為特定原因而停止某種活動，通常帶有抗議性質。,我們呼籲全港市民主持公道，<罷>食麥當勞，直至麥當勞改善工資水平為止。
罷了,說話人用來限定所陳述之事件的範圍或程度，表示僅此而已。,我想他不是做不到，只是缺乏勇氣<罷了>！
罷了,勉強同意不計較。,你說我是飯桶也<罷了>，何苦把這麼個屎盆子往我頭上扣。
罷,表建議的語氣。,別那麼快走！再說幾句總可以<罷>？
罷,表推測的語氣。,該不會下雨<罷>！我沒帶雨傘啊！
般,引用前述事件作為隱喻來描述。,白天就像在戰場上戰鬥<般>，常常是精疲力竭啊。
般,計算事物的單位，表示種類。,用一個很古老的體認，註解了兩<般>燦爛的花朵。
伴,和特定對象一起存在或發生。,夜深人靜月光明，天空無片雲。聲聲蛙鼓<伴>蟲吟，乘涼到夜深。
伴,把特定食物和其他食物一起吃。,周末，巴西人一定會吃FEIJOADA，吃時<伴>著白飯吃。
伴,將兩個以上的材料混合、攪在一起。,欲嚐本地食品，早餐可以選nasilemak（椰乳和飯<伴>在一起，並加上咖哩及蔬菜）。
伴,普通名詞。相處在一起或同在一起，互相扶持的人。,如果你願意，我們一起去試試，將來也好有個<伴>，可以相互照顧。
伴,引介和主語一起發生的事物。,<伴>著鈴聲、歌聲與歡樂聲，銀色聖誕已來到。
拌,將兩個以上的材料混合、攪在一起。,小女孩剛開始是給小黃吃鮮魚<拌>飯，小黃吃得津津有味。
半身,地方詞。約略全身的一半。,農人像是<半身>插進土裡一樣，必然對土地產生了濃厚的鄉土情感。
飽受,強烈地遭受到，多接負面影響。,砂石廠嚴重盜採，導致兩條圳水路安全<飽受>威脅。
抱,用手掌及手臂圈住特定對象。,小孩子手上都<抱>著一個撲滿。
抱,花費大量時間於特定事物上。,每天下課回到家，還<抱>著電話講個不停。
抱,得獎。,他參加任何比賽，沒有不<抱>個獎盃回來的。
抱,比喻心中存有特定態度或想法。,他們是以尊重的態度來接近你，還是<抱>著遊戲的態度？
報紙,普通名詞。定期出版、報導新聞、提供各式訊息出版品的組織。,<報紙>對他進行專訪的內容將刊登於隔天的頭條新聞上。
本乎,引介根據的標準或信念。,羅修女<本乎>關愛，作自己的決定，為決定負責到底。
本著,引介根據的標準或信念。,他自己稱不上藝術家，但<本著>對木頭藝術之愛好，才敢於率先在藝術大道上開店。
本諸,引介根據的標準或信念。,考生作文須<本諸>聖賢之意，不許自己發表議論。
